IoU,AvgIOU,TP,FP,FN,Precision,Recall,F1,file,folder,model,,TP,FP,FN,Precision,Recall,F1
0.35,0.821661582,21,0,0,1,1,1,MIT_667,train,best.pt,,,,,,,
0.4,0.821661582,21,0,0,1,1,1,MIT_667,train,best.pt,,,,,,,
0.45,0.821661582,21,0,0,1,1,1,MIT_667,train,best.pt,,,,,,,
0.5,0.821661582,21,0,0,1,1,1,MIT_667,train,best.pt,,,,,,,
0.2,0.828205363,20,0,0,1,1,1,MIT_669,train,best.pt,,,,,,,
0.25,0.828205363,20,0,0,1,1,1,MIT_669,train,best.pt,,,,,,,
0.3,0.828205363,20,0,0,1,1,1,MIT_669,train,best.pt,,,,,,,
0.35,0.828205363,20,0,0,1,1,1,MIT_669,train,best.pt,,,,,,,
0.4,0.828205363,20,0,0,1,1,1,MIT_669,train,best.pt,,,,,,,
0.45,0.828205363,20,0,0,1,1,1,MIT_669,train,best.pt,,,,,,,
0.5,0.828205363,20,0,0,1,1,1,MIT_669,train,best.pt,,,,,,,
0.2,0.841472887,20,0,0,1,1,1,MIT_67,train,best.pt,,,,,,,
0.25,0.841472887,20,0,0,1,1,1,MIT_67,train,best.pt,,,,,,,
0.3,0.841472887,20,0,0,1,1,1,MIT_67,train,best.pt,,,,,,,
0.35,0.841472887,20,0,0,1,1,1,MIT_67,train,best.pt,,,,,,,
0.4,0.841472887,20,0,0,1,1,1,MIT_67,train,best.pt,,,,,,,
0.45,0.841472887,20,0,0,1,1,1,MIT_67,train,best.pt,,,,,,,
0.5,0.841472887,20,0,0,1,1,1,MIT_67,train,best.pt,,,,,,,
0.2,0.82133156,20,0,0,1,1,1,MIT_670,train,best.pt,,,,,,,
0.25,0.82133156,20,0,0,1,1,1,MIT_670,train,best.pt,,,,,,,
0.3,0.82133156,20,0,0,1,1,1,MIT_670,train,best.pt,,,,,,,
0.35,0.82133156,20,0,0,1,1,1,MIT_670,train,best.pt,,,,,,,
0.4,0.82133156,20,0,0,1,1,1,MIT_670,train,best.pt,,,,,,,
0.45,0.82133156,20,0,0,1,1,1,MIT_670,train,best.pt,,,,,,,
0.5,0.82133156,20,0,0,1,1,1,MIT_670,train,best.pt,,,,,,,
0.2,0.825021899,20,0,0,1,1,1,MIT_671,train,best.pt,,,,,,,
0.25,0.825021899,20,0,0,1,1,1,MIT_671,train,best.pt,,,,,,,
0.3,0.825021899,20,0,0,1,1,1,MIT_671,train,best.pt,,,,,,,
0.35,0.825021899,20,0,0,1,1,1,MIT_671,train,best.pt,,,,,,,
0.4,0.825021899,20,0,0,1,1,1,MIT_671,train,best.pt,,,,,,,
0.45,0.825021899,20,0,0,1,1,1,MIT_671,train,best.pt,,,,,,,
0.5,0.825021899,20,0,0,1,1,1,MIT_671,train,best.pt,,,,,,,
0.2,0.822310646,18,0,0,1,1,1,MIT_672,train,best.pt,,,,,,,
0.25,0.822310646,18,0,0,1,1,1,MIT_672,train,best.pt,,,,,,,
0.3,0.822310646,18,0,0,1,1,1,MIT_672,train,best.pt,,,,,,,
0.35,0.822310646,18,0,0,1,1,1,MIT_672,train,best.pt,,,,,,,
0.4,0.822310646,18,0,0,1,1,1,MIT_672,train,best.pt,,,,,,,
0.45,0.822310646,18,0,0,1,1,1,MIT_672,train,best.pt,,,,,,,
0.5,0.822310646,18,0,0,1,1,1,MIT_672,train,best.pt,,,,,,,
0.2,0.862036679,20,0,0,1,1,1,MIT_673,train,best.pt,,,,,,,
0.25,0.862036679,20,0,0,1,1,1,MIT_673,train,best.pt,,,,,,,
0.3,0.862036679,20,0,0,1,1,1,MIT_673,train,best.pt,,,,,,,
0.35,0.862036679,20,0,0,1,1,1,MIT_673,train,best.pt,,,,,,,
0.4,0.862036679,20,0,0,1,1,1,MIT_673,train,best.pt,,,,,,,
0.45,0.862036679,20,0,0,1,1,1,MIT_673,train,best.pt,,,,,,,
0.5,0.862036679,20,0,0,1,1,1,MIT_673,train,best.pt,,,,,,,
0.2,0.82467181,19,0,0,1,1,1,MIT_674,train,best.pt,,,,,,,
0.25,0.82467181,19,0,0,1,1,1,MIT_674,train,best.pt,,,,,,,
0.3,0.82467181,19,0,0,1,1,1,MIT_674,train,best.pt,,,,,,,
0.35,0.82467181,19,0,0,1,1,1,MIT_674,train,best.pt,,,,,,,
0.4,0.82467181,19,0,0,1,1,1,MIT_674,train,best.pt,,,,,,,
0.45,0.82467181,19,0,0,1,1,1,MIT_674,train,best.pt,,,,,,,
0.5,0.82467181,19,0,0,1,1,1,MIT_674,train,best.pt,,,,,,,
0.2,0.84156251,20,0,0,1,1,1,MIT_678,train,best.pt,,,,,,,
0.25,0.84156251,20,0,0,1,1,1,MIT_678,train,best.pt,,,,,,,
0.3,0.84156251,20,0,0,1,1,1,MIT_678,train,best.pt,,,,,,,
0.35,0.84156251,20,0,0,1,1,1,MIT_678,train,best.pt,,,,,,,
0.4,0.84156251,20,0,0,1,1,1,MIT_678,train,best.pt,,,,,,,
0.45,0.84156251,20,0,0,1,1,1,MIT_678,train,best.pt,,,,,,,
0.5,0.84156251,20,0,0,1,1,1,MIT_678,train,best.pt,,,,,,,
0.2,0.832061217,21,0,0,1,1,1,MIT_679,train,best.pt,,,,,,,
0.25,0.832061217,21,0,0,1,1,1,MIT_679,train,best.pt,,,,,,,
0.3,0.832061217,21,0,0,1,1,1,MIT_679,train,best.pt,,,,,,,
0.35,0.832061217,21,0,0,1,1,1,MIT_679,train,best.pt,,,,,,,
0.4,0.832061217,21,0,0,1,1,1,MIT_679,train,best.pt,,,,,,,
0.45,0.832061217,21,0,0,1,1,1,MIT_679,train,best.pt,,,,,,,
0.5,0.832061217,21,0,0,1,1,1,MIT_679,train,best.pt,,,,,,,
0.2,0.766930235,20,0,0,1,1,1,MIT_682,train,best.pt,,,,,,,
0.25,0.766930235,20,0,0,1,1,1,MIT_682,train,best.pt,,,,,,,
0.3,0.766930235,20,0,0,1,1,1,MIT_682,train,best.pt,,,,,,,
0.35,0.766930235,20,0,0,1,1,1,MIT_682,train,best.pt,,,,,,,
0.4,0.766930235,20,0,0,1,1,1,MIT_682,train,best.pt,,,,,,,
0.45,0.766930235,20,0,0,1,1,1,MIT_682,train,best.pt,,,,,,,
0.5,0.766930235,20,0,0,1,1,1,MIT_682,train,best.pt,,,,,,,
0.2,0.852010337,20,0,0,1,1,1,MIT_683,train,best.pt,,,,,,,
0.25,0.852010337,20,0,0,1,1,1,MIT_683,train,best.pt,,,,,,,
0.3,0.852010337,20,0,0,1,1,1,MIT_683,train,best.pt,,,,,,,
0.35,0.852010337,20,0,0,1,1,1,MIT_683,train,best.pt,,,,,,,
0.4,0.852010337,20,0,0,1,1,1,MIT_683,train,best.pt,,,,,,,
0.45,0.852010337,20,0,0,1,1,1,MIT_683,train,best.pt,,,,,,,
0.5,0.852010337,20,0,0,1,1,1,MIT_683,train,best.pt,,,,,,,
0.2,0.823172076,20,0,0,1,1,1,MIT_684,train,best.pt,,,,,,,
0.25,0.823172076,20,0,0,1,1,1,MIT_684,train,best.pt,,,,,,,
0.3,0.823172076,20,0,0,1,1,1,MIT_684,train,best.pt,,,,,,,
0.35,0.823172076,20,0,0,1,1,1,MIT_684,train,best.pt,,,,,,,
0.4,0.823172076,20,0,0,1,1,1,MIT_684,train,best.pt,,,,,,,
0.45,0.823172076,20,0,0,1,1,1,MIT_684,train,best.pt,,,,,,,
0.5,0.823172076,20,0,0,1,1,1,MIT_684,train,best.pt,,,,,,,
0.2,0.832663958,20,0,0,1,1,1,MIT_685,train,best.pt,,,,,,,
0.25,0.832663958,20,0,0,1,1,1,MIT_685,train,best.pt,,,,,,,
0.3,0.832663958,20,0,0,1,1,1,MIT_685,train,best.pt,,,,,,,
0.35,0.832663958,20,0,0,1,1,1,MIT_685,train,best.pt,,,,,,,
0.4,0.832663958,20,0,0,1,1,1,MIT_685,train,best.pt,,,,,,,
0.45,0.832663958,20,0,0,1,1,1,MIT_685,train,best.pt,,,,,,,
0.5,0.832663958,20,0,0,1,1,1,MIT_685,train,best.pt,,,,,,,
0.2,0.830615044,20,0,0,1,1,1,MIT_686,train,best.pt,,,,,,,
0.25,0.830615044,20,0,0,1,1,1,MIT_686,train,best.pt,,,,,,,
0.3,0.830615044,20,0,0,1,1,1,MIT_686,train,best.pt,,,,,,,
0.35,0.830615044,20,0,0,1,1,1,MIT_686,train,best.pt,,,,,,,
0.4,0.830615044,20,0,0,1,1,1,MIT_686,train,best.pt,,,,,,,
0.45,0.830615044,20,0,0,1,1,1,MIT_686,train,best.pt,,,,,,,
0.5,0.830615044,20,0,0,1,1,1,MIT_686,train,best.pt,,,,,,,
0.2,0.815757617,19,0,0,1,1,1,MIT_688,train,best.pt,,,,,,,
0.25,0.815757617,19,0,0,1,1,1,MIT_688,train,best.pt,,,,,,,
0.3,0.815757617,19,0,0,1,1,1,MIT_688,train,best.pt,,,,,,,
0.35,0.815757617,19,0,0,1,1,1,MIT_688,train,best.pt,,,,,,,
0.4,0.815757617,19,0,0,1,1,1,MIT_688,train,best.pt,,,,,,,
0.45,0.815757617,19,0,0,1,1,1,MIT_688,train,best.pt,,,,,,,
0.5,0.815757617,19,0,0,1,1,1,MIT_688,train,best.pt,,,,,,,
0.2,0.829328691,20,0,0,1,1,1,MIT_689,train,best.pt,,,,,,,
0.25,0.829328691,20,0,0,1,1,1,MIT_689,train,best.pt,,,,,,,
0.3,0.829328691,20,0,0,1,1,1,MIT_689,train,best.pt,,,,,,,
0.35,0.829328691,20,0,0,1,1,1,MIT_689,train,best.pt,,,,,,,
0.4,0.829328691,20,0,0,1,1,1,MIT_689,train,best.pt,,,,,,,
0.45,0.829328691,20,0,0,1,1,1,MIT_689,train,best.pt,,,,,,,
0.5,0.829328691,20,0,0,1,1,1,MIT_689,train,best.pt,,,,,,,
0.2,0.810444861,21,0,0,1,1,1,MIT_69,train,best.pt,,,,,,,
0.25,0.810444861,21,0,0,1,1,1,MIT_69,train,best.pt,,,,,,,
0.3,0.810444861,21,0,0,1,1,1,MIT_69,train,best.pt,,,,,,,
0.35,0.810444861,21,0,0,1,1,1,MIT_69,train,best.pt,,,,,,,
0.4,0.810444861,21,0,0,1,1,1,MIT_69,train,best.pt,,,,,,,
0.45,0.810444861,21,0,0,1,1,1,MIT_69,train,best.pt,,,,,,,
0.5,0.810444861,21,0,0,1,1,1,MIT_69,train,best.pt,,,,,,,
0.2,0.812317524,20,0,0,1,1,1,MIT_690,train,best.pt,,,,,,,
0.25,0.812317524,20,0,0,1,1,1,MIT_690,train,best.pt,,,,,,,
0.3,0.812317524,20,0,0,1,1,1,MIT_690,train,best.pt,,,,,,,
0.35,0.812317524,20,0,0,1,1,1,MIT_690,train,best.pt,,,,,,,
0.4,0.812317524,20,0,0,1,1,1,MIT_690,train,best.pt,,,,,,,
0.45,0.812317524,20,0,0,1,1,1,MIT_690,train,best.pt,,,,,,,
0.5,0.812317524,20,0,0,1,1,1,MIT_690,train,best.pt,,,,,,,
0.2,0.751290345,20,0,0,1,1,1,MIT_693,train,best.pt,,,,,,,
0.25,0.751290345,20,0,0,1,1,1,MIT_693,train,best.pt,,,,,,,
0.3,0.751290345,20,0,0,1,1,1,MIT_693,train,best.pt,,,,,,,
0.35,0.751290345,20,0,0,1,1,1,MIT_693,train,best.pt,,,,,,,
0.4,0.751290345,20,0,0,1,1,1,MIT_693,train,best.pt,,,,,,,
0.45,0.751290345,20,0,0,1,1,1,MIT_693,train,best.pt,,,,,,,
0.5,0.751290345,20,0,0,1,1,1,MIT_693,train,best.pt,,,,,,,
0.2,0.83943096,20,0,0,1,1,1,MIT_694,train,best.pt,,,,,,,
0.25,0.83943096,20,0,0,1,1,1,MIT_694,train,best.pt,,,,,,,
0.3,0.83943096,20,0,0,1,1,1,MIT_694,train,best.pt,,,,,,,
0.35,0.83943096,20,0,0,1,1,1,MIT_694,train,best.pt,,,,,,,
0.4,0.83943096,20,0,0,1,1,1,MIT_694,train,best.pt,,,,,,,
0.45,0.83943096,20,0,0,1,1,1,MIT_694,train,best.pt,,,,,,,
0.5,0.83943096,20,0,0,1,1,1,MIT_694,train,best.pt,,,,,,,
0.2,0.834018323,20,0,0,1,1,1,MIT_695,train,best.pt,,,,,,,
0.25,0.834018323,20,0,0,1,1,1,MIT_695,train,best.pt,,,,,,,
0.3,0.834018323,20,0,0,1,1,1,MIT_695,train,best.pt,,,,,,,
0.35,0.834018323,20,0,0,1,1,1,MIT_695,train,best.pt,,,,,,,
0.4,0.834018323,20,0,0,1,1,1,MIT_695,train,best.pt,,,,,,,
0.45,0.834018323,20,0,0,1,1,1,MIT_695,train,best.pt,,,,,,,
0.5,0.834018323,20,0,0,1,1,1,MIT_695,train,best.pt,,,,,,,
0.2,0.835821486,20,0,0,1,1,1,MIT_696,train,best.pt,,,,,,,
0.25,0.835821486,20,0,0,1,1,1,MIT_696,train,best.pt,,,,,,,
0.3,0.835821486,20,0,0,1,1,1,MIT_696,train,best.pt,,,,,,,
0.35,0.835821486,20,0,0,1,1,1,MIT_696,train,best.pt,,,,,,,
0.4,0.835821486,20,0,0,1,1,1,MIT_696,train,best.pt,,,,,,,
0.45,0.835821486,20,0,0,1,1,1,MIT_696,train,best.pt,,,,,,,
0.5,0.835821486,20,0,0,1,1,1,MIT_696,train,best.pt,,,,,,,
0.2,0.838680572,20,0,0,1,1,1,MIT_697,train,best.pt,,,,,,,
0.25,0.838680572,20,0,0,1,1,1,MIT_697,train,best.pt,,,,,,,
0.3,0.838680572,20,0,0,1,1,1,MIT_697,train,best.pt,,,,,,,
0.35,0.838680572,20,0,0,1,1,1,MIT_697,train,best.pt,,,,,,,
0.4,0.838680572,20,0,0,1,1,1,MIT_697,train,best.pt,,,,,,,
0.45,0.838680572,20,0,0,1,1,1,MIT_697,train,best.pt,,,,,,,
0.5,0.838680572,20,0,0,1,1,1,MIT_697,train,best.pt,,,,,,,
0.2,0.835857468,20,0,0,1,1,1,MIT_699,train,best.pt,,,,,,,
0.25,0.835857468,20,0,0,1,1,1,MIT_699,train,best.pt,,,,,,,
0.3,0.835857468,20,0,0,1,1,1,MIT_699,train,best.pt,,,,,,,
0.35,0.835857468,20,0,0,1,1,1,MIT_699,train,best.pt,,,,,,,
0.4,0.835857468,20,0,0,1,1,1,MIT_699,train,best.pt,,,,,,,
0.45,0.835857468,20,0,0,1,1,1,MIT_699,train,best.pt,,,,,,,
0.5,0.835857468,20,0,0,1,1,1,MIT_699,train,best.pt,,,,,,,
0.2,0.838536087,20,0,0,1,1,1,MIT_70,train,best.pt,,,,,,,
0.25,0.838536087,20,0,0,1,1,1,MIT_70,train,best.pt,,,,,,,
0.3,0.838536087,20,0,0,1,1,1,MIT_70,train,best.pt,,,,,,,
0.35,0.838536087,20,0,0,1,1,1,MIT_70,train,best.pt,,,,,,,
0.4,0.838536087,20,0,0,1,1,1,MIT_70,train,best.pt,,,,,,,
0.45,0.838536087,20,0,0,1,1,1,MIT_70,train,best.pt,,,,,,,
0.5,0.838536087,20,0,0,1,1,1,MIT_70,train,best.pt,,,,,,,
0.2,0.840831932,20,0,0,1,1,1,MIT_700,train,best.pt,,,,,,,
0.25,0.840831932,20,0,0,1,1,1,MIT_700,train,best.pt,,,,,,,
0.3,0.840831932,20,0,0,1,1,1,MIT_700,train,best.pt,,,,,,,
0.35,0.840831932,20,0,0,1,1,1,MIT_700,train,best.pt,,,,,,,
0.4,0.840831932,20,0,0,1,1,1,MIT_700,train,best.pt,,,,,,,
0.45,0.840831932,20,0,0,1,1,1,MIT_700,train,best.pt,,,,,,,
0.5,0.840831932,20,0,0,1,1,1,MIT_700,train,best.pt,,,,,,,
0.2,0.797981286,21,0,0,1,1,1,MIT_71,train,best.pt,,,,,,,
0.25,0.797981286,21,0,0,1,1,1,MIT_71,train,best.pt,,,,,,,
0.3,0.797981286,21,0,0,1,1,1,MIT_71,train,best.pt,,,,,,,
0.35,0.797981286,21,0,0,1,1,1,MIT_71,train,best.pt,,,,,,,
0.4,0.797981286,21,0,0,1,1,1,MIT_71,train,best.pt,,,,,,,
0.45,0.797981286,21,0,0,1,1,1,MIT_71,train,best.pt,,,,,,,
0.5,0.797981286,21,0,0,1,1,1,MIT_71,train,best.pt,,,,,,,
0.2,0.806872329,20,0,0,1,1,1,MIT_72,train,best.pt,,,,,,,
0.25,0.806872329,20,0,0,1,1,1,MIT_72,train,best.pt,,,,,,,
0.3,0.806872329,20,0,0,1,1,1,MIT_72,train,best.pt,,,,,,,
0.35,0.806872329,20,0,0,1,1,1,MIT_72,train,best.pt,,,,,,,
0.4,0.806872329,20,0,0,1,1,1,MIT_72,train,best.pt,,,,,,,
0.45,0.806872329,20,0,0,1,1,1,MIT_72,train,best.pt,,,,,,,
0.5,0.806872329,20,0,0,1,1,1,MIT_72,train,best.pt,,,,,,,
0.2,0.84450449,21,0,0,1,1,1,MIT_74,train,best.pt,,,,,,,
0.25,0.84450449,21,0,0,1,1,1,MIT_74,train,best.pt,,,,,,,
0.3,0.84450449,21,0,0,1,1,1,MIT_74,train,best.pt,,,,,,,
0.35,0.84450449,21,0,0,1,1,1,MIT_74,train,best.pt,,,,,,,
0.4,0.84450449,21,0,0,1,1,1,MIT_74,train,best.pt,,,,,,,
0.45,0.84450449,21,0,0,1,1,1,MIT_74,train,best.pt,,,,,,,
0.5,0.84450449,21,0,0,1,1,1,MIT_74,train,best.pt,,,,,,,
0.2,0.796892237,20,0,0,1,1,1,MIT_75,train,best.pt,,,,,,,
0.25,0.796892237,20,0,0,1,1,1,MIT_75,train,best.pt,,,,,,,
0.3,0.796892237,20,0,0,1,1,1,MIT_75,train,best.pt,,,,,,,
0.35,0.796892237,20,0,0,1,1,1,MIT_75,train,best.pt,,,,,,,
0.4,0.796892237,20,0,0,1,1,1,MIT_75,train,best.pt,,,,,,,
0.45,0.796892237,20,0,0,1,1,1,MIT_75,train,best.pt,,,,,,,
0.5,0.796892237,20,0,0,1,1,1,MIT_75,train,best.pt,,,,,,,
0.2,0.84504532,21,0,0,1,1,1,MIT_76,train,best.pt,,,,,,,
0.25,0.84504532,21,0,0,1,1,1,MIT_76,train,best.pt,,,,,,,
0.3,0.84504532,21,0,0,1,1,1,MIT_76,train,best.pt,,,,,,,
0.35,0.84504532,21,0,0,1,1,1,MIT_76,train,best.pt,,,,,,,
0.4,0.84504532,21,0,0,1,1,1,MIT_76,train,best.pt,,,,,,,
0.45,0.84504532,21,0,0,1,1,1,MIT_76,train,best.pt,,,,,,,
0.5,0.84504532,21,0,0,1,1,1,MIT_76,train,best.pt,,,,,,,
0.2,0.776094773,20,0,0,1,1,1,MIT_77,train,best.pt,,,,,,,
0.25,0.776094773,20,0,0,1,1,1,MIT_77,train,best.pt,,,,,,,
0.3,0.776094773,20,0,0,1,1,1,MIT_77,train,best.pt,,,,,,,
0.35,0.776094773,20,0,0,1,1,1,MIT_77,train,best.pt,,,,,,,
0.4,0.776094773,20,0,0,1,1,1,MIT_77,train,best.pt,,,,,,,
0.45,0.776094773,20,0,0,1,1,1,MIT_77,train,best.pt,,,,,,,
0.5,0.776094773,20,0,0,1,1,1,MIT_77,train,best.pt,,,,,,,
0.2,0.827932147,20,0,0,1,1,1,MIT_78,train,best.pt,,,,,,,
0.25,0.827932147,20,0,0,1,1,1,MIT_78,train,best.pt,,,,,,,
0.3,0.827932147,20,0,0,1,1,1,MIT_78,train,best.pt,,,,,,,
0.35,0.827932147,20,0,0,1,1,1,MIT_78,train,best.pt,,,,,,,
0.4,0.827932147,20,0,0,1,1,1,MIT_78,train,best.pt,,,,,,,
0.45,0.827932147,20,0,0,1,1,1,MIT_78,train,best.pt,,,,,,,
0.5,0.827932147,20,0,0,1,1,1,MIT_78,train,best.pt,,,,,,,
0.2,0.839407943,21,0,0,1,1,1,MIT_79,train,best.pt,,,,,,,
0.25,0.839407943,21,0,0,1,1,1,MIT_79,train,best.pt,,,,,,,
0.3,0.839407943,21,0,0,1,1,1,MIT_79,train,best.pt,,,,,,,
0.35,0.839407943,21,0,0,1,1,1,MIT_79,train,best.pt,,,,,,,
0.4,0.839407943,21,0,0,1,1,1,MIT_79,train,best.pt,,,,,,,
0.45,0.839407943,21,0,0,1,1,1,MIT_79,train,best.pt,,,,,,,
0.5,0.839407943,21,0,0,1,1,1,MIT_79,train,best.pt,,,,,,,
0.2,0.826385106,21,0,0,1,1,1,MIT_8,train,best.pt,,,,,,,
0.25,0.826385106,21,0,0,1,1,1,MIT_8,train,best.pt,,,,,,,
0.3,0.826385106,21,0,0,1,1,1,MIT_8,train,best.pt,,,,,,,
0.35,0.826385106,21,0,0,1,1,1,MIT_8,train,best.pt,,,,,,,
0.4,0.826385106,21,0,0,1,1,1,MIT_8,train,best.pt,,,,,,,
0.45,0.826385106,21,0,0,1,1,1,MIT_8,train,best.pt,,,,,,,
0.5,0.826385106,21,0,0,1,1,1,MIT_8,train,best.pt,,,,,,,
0.2,0.792761736,21,0,0,1,1,1,MIT_80,train,best.pt,,,,,,,
0.25,0.792761736,21,0,0,1,1,1,MIT_80,train,best.pt,,,,,,,
0.3,0.792761736,21,0,0,1,1,1,MIT_80,train,best.pt,,,,,,,
0.35,0.792761736,21,0,0,1,1,1,MIT_80,train,best.pt,,,,,,,
0.4,0.792761736,21,0,0,1,1,1,MIT_80,train,best.pt,,,,,,,
0.45,0.792761736,21,0,0,1,1,1,MIT_80,train,best.pt,,,,,,,
0.5,0.792761736,21,0,0,1,1,1,MIT_80,train,best.pt,,,,,,,
0.2,0.848772749,20,0,0,1,1,1,MIT_82,train,best.pt,,,,,,,
0.25,0.848772749,20,0,0,1,1,1,MIT_82,train,best.pt,,,,,,,
0.3,0.848772749,20,0,0,1,1,1,MIT_82,train,best.pt,,,,,,,
0.35,0.848772749,20,0,0,1,1,1,MIT_82,train,best.pt,,,,,,,
0.4,0.848772749,20,0,0,1,1,1,MIT_82,train,best.pt,,,,,,,
0.45,0.848772749,20,0,0,1,1,1,MIT_82,train,best.pt,,,,,,,
0.5,0.848772749,20,0,0,1,1,1,MIT_82,train,best.pt,,,,,,,
0.2,0.856656108,20,0,0,1,1,1,MIT_83,train,best.pt,,,,,,,
0.25,0.856656108,20,0,0,1,1,1,MIT_83,train,best.pt,,,,,,,
0.3,0.856656108,20,0,0,1,1,1,MIT_83,train,best.pt,,,,,,,
0.35,0.856656108,20,0,0,1,1,1,MIT_83,train,best.pt,,,,,,,
0.4,0.856656108,20,0,0,1,1,1,MIT_83,train,best.pt,,,,,,,
0.45,0.856656108,20,0,0,1,1,1,MIT_83,train,best.pt,,,,,,,
0.5,0.856656108,20,0,0,1,1,1,MIT_83,train,best.pt,,,,,,,
0.2,0.841076814,20,0,0,1,1,1,MIT_85,train,best.pt,,,,,,,
0.25,0.841076814,20,0,0,1,1,1,MIT_85,train,best.pt,,,,,,,
0.3,0.841076814,20,0,0,1,1,1,MIT_85,train,best.pt,,,,,,,
0.35,0.841076814,20,0,0,1,1,1,MIT_85,train,best.pt,,,,,,,
0.4,0.841076814,20,0,0,1,1,1,MIT_85,train,best.pt,,,,,,,
0.45,0.841076814,20,0,0,1,1,1,MIT_85,train,best.pt,,,,,,,
0.5,0.841076814,20,0,0,1,1,1,MIT_85,train,best.pt,,,,,,,
0.2,0.820082264,20,0,0,1,1,1,MIT_86,train,best.pt,,,,,,,
0.25,0.820082264,20,0,0,1,1,1,MIT_86,train,best.pt,,,,,,,
0.3,0.820082264,20,0,0,1,1,1,MIT_86,train,best.pt,,,,,,,
0.35,0.820082264,20,0,0,1,1,1,MIT_86,train,best.pt,,,,,,,
0.4,0.820082264,20,0,0,1,1,1,MIT_86,train,best.pt,,,,,,,
0.45,0.820082264,20,0,0,1,1,1,MIT_86,train,best.pt,,,,,,,
0.5,0.820082264,20,0,0,1,1,1,MIT_86,train,best.pt,,,,,,,
0.2,0.842469751,20,0,0,1,1,1,MIT_87,train,best.pt,,,,,,,
0.25,0.842469751,20,0,0,1,1,1,MIT_87,train,best.pt,,,,,,,
0.3,0.842469751,20,0,0,1,1,1,MIT_87,train,best.pt,,,,,,,
0.35,0.842469751,20,0,0,1,1,1,MIT_87,train,best.pt,,,,,,,
0.4,0.842469751,20,0,0,1,1,1,MIT_87,train,best.pt,,,,,,,
0.45,0.842469751,20,0,0,1,1,1,MIT_87,train,best.pt,,,,,,,
0.5,0.842469751,20,0,0,1,1,1,MIT_87,train,best.pt,,,,,,,
0.2,0.823822987,20,0,0,1,1,1,MIT_88,train,best.pt,,,,,,,
0.25,0.823822987,20,0,0,1,1,1,MIT_88,train,best.pt,,,,,,,
0.3,0.823822987,20,0,0,1,1,1,MIT_88,train,best.pt,,,,,,,
0.35,0.823822987,20,0,0,1,1,1,MIT_88,train,best.pt,,,,,,,
0.4,0.823822987,20,0,0,1,1,1,MIT_88,train,best.pt,,,,,,,
0.45,0.823822987,20,0,0,1,1,1,MIT_88,train,best.pt,,,,,,,
0.5,0.823822987,20,0,0,1,1,1,MIT_88,train,best.pt,,,,,,,
0.2,0.837305368,20,0,0,1,1,1,MIT_90,train,best.pt,,,,,,,
0.25,0.837305368,20,0,0,1,1,1,MIT_90,train,best.pt,,,,,,,
0.3,0.837305368,20,0,0,1,1,1,MIT_90,train,best.pt,,,,,,,
0.35,0.837305368,20,0,0,1,1,1,MIT_90,train,best.pt,,,,,,,
0.4,0.837305368,20,0,0,1,1,1,MIT_90,train,best.pt,,,,,,,
0.45,0.837305368,20,0,0,1,1,1,MIT_90,train,best.pt,,,,,,,
0.5,0.837305368,20,0,0,1,1,1,MIT_90,train,best.pt,,,,,,,
0.2,0.816062887,20,0,0,1,1,1,MIT_91,train,best.pt,,,,,,,
0.25,0.816062887,20,0,0,1,1,1,MIT_91,train,best.pt,,,,,,,
0.3,0.816062887,20,0,0,1,1,1,MIT_91,train,best.pt,,,,,,,
0.35,0.816062887,20,0,0,1,1,1,MIT_91,train,best.pt,,,,,,,
0.4,0.816062887,20,0,0,1,1,1,MIT_91,train,best.pt,,,,,,,
0.45,0.816062887,20,0,0,1,1,1,MIT_91,train,best.pt,,,,,,,
0.5,0.816062887,20,0,0,1,1,1,MIT_91,train,best.pt,,,,,,,
0.2,0.783284312,20,1,0,0.95,1,0.98,MIT_92,train,best.pt,,,,,,,
0.25,0.783284312,20,1,0,0.95,1,0.98,MIT_92,train,best.pt,,,,,,,
0.3,0.783284312,20,1,0,0.95,1,0.98,MIT_92,train,best.pt,,,,,,,
0.35,0.783284312,20,1,0,0.95,1,0.98,MIT_92,train,best.pt,,,,,,,
0.4,0.783284312,20,1,0,0.95,1,0.98,MIT_92,train,best.pt,,,,,,,
0.45,0.783284312,20,1,0,0.95,1,0.98,MIT_92,train,best.pt,,,,,,,
0.5,0.783284312,20,1,0,0.95,1,0.98,MIT_92,train,best.pt,,,,,,,
0.2,0.811041617,20,0,0,1,1,1,MIT_93,train,best.pt,,,,,,,
0.25,0.811041617,20,0,0,1,1,1,MIT_93,train,best.pt,,,,,,,
0.3,0.811041617,20,0,0,1,1,1,MIT_93,train,best.pt,,,,,,,
0.35,0.811041617,20,0,0,1,1,1,MIT_93,train,best.pt,,,,,,,
0.4,0.811041617,20,0,0,1,1,1,MIT_93,train,best.pt,,,,,,,
0.45,0.811041617,20,0,0,1,1,1,MIT_93,train,best.pt,,,,,,,
0.5,0.811041617,20,0,0,1,1,1,MIT_93,train,best.pt,,,,,,,
0.2,0.800438105,20,0,0,1,1,1,MIT_94,train,best.pt,,,,,,,
0.25,0.800438105,20,0,0,1,1,1,MIT_94,train,best.pt,,,,,,,
0.3,0.800438105,20,0,0,1,1,1,MIT_94,train,best.pt,,,,,,,
0.35,0.800438105,20,0,0,1,1,1,MIT_94,train,best.pt,,,,,,,
0.4,0.800438105,20,0,0,1,1,1,MIT_94,train,best.pt,,,,,,,
